release_group,paper_sets,embodiment,task,demonstrations,seed,bytes,sha256,relative_path
same-embodiment prior,SP-900,Jaco,turn-on-sink-faucet,100,2,1151980521,,mg/JacoOmron/TurnOnSinkFaucet/100demos_seed2/demo_gentex_im320_randcams.hdf5
same-embodiment prior,SP-900,Jaco,turn-on-sink-faucet,100,3,1153510241,,mg/JacoOmron/TurnOnSinkFaucet/100demos_seed3/demo_gentex_im320_randcams.hdf5
same-embodiment prior,SP-900,Jaco,turn-on-sink-faucet,100,4,1147989279,,mg/JacoOmron/TurnOnSinkFaucet/100demos_seed4/demo_gentex_im320_randcams.hdf5
same-embodiment prior,SP-900,Jaco,turn-on-sink-faucet,100,5,1164133079,,mg/JacoOmron/TurnOnSinkFaucet/100demos_seed5/demo_gentex_im320_randcams.hdf5
same-embodiment prior,SP-900,Jaco,turn-on-sink-faucet,100,6,1165771767,,mg/JacoOmron/TurnOnSinkFaucet/100demos_seed6/demo_gentex_im320_randcams.hdf5
same-embodiment prior,SP-900,Jaco,turn-on-sink-faucet,100,7,1148094044,,mg/JacoOmron/TurnOnSinkFaucet/100demos_seed7/demo_gentex_im320_randcams.hdf5
same-embodiment prior,SP-900,Jaco,turn-on-sink-faucet,100,8,1175268908,,mg/JacoOmron/TurnOnSinkFaucet/100demos_seed8/demo_gentex_im320_randcams.hdf5
same-embodiment prior,SP-900,Panda,flip-mug-upright,100,0,1020291273,,mg/PandaOmron/FlipMugUpright/100demos_seed0/demo_gentex_im320_randcams.hdf5
same-embodiment prior,SP-900,Panda,flip-mug-upright,100,1,987186550,,mg/PandaOmron/FlipMugUpright/100demos_seed1/demo_gentex_im320_randcams.hdf5
same-embodiment prior,SP-900,Panda,flip-mug-upright,100,2,1007036154,,mg/PandaOmron/FlipMugUpright/100demos_seed2/demo_gentex_im320_randcams.hdf5
same-embodiment prior,SP-900,Panda,flip-mug-upright,100,3,1036639819,,mg/PandaOmron/FlipMugUpright/100demos_seed3/demo_gentex_im320_randcams.hdf5
same-embodiment prior,SP-900,Panda,flip-mug-upright,100,4,968370988,,mg/PandaOmron/FlipMugUpright/100demos_seed4/demo_gentex_im320_randcams.hdf5
same-embodiment prior,SP-900,Panda,flip-mug-upright,100,5,1011913971,,mg/PandaOmron/FlipMugUpright/100demos_seed5/demo_gentex_im320_randcams.hdf5
same-embodiment prior,SP-900,Panda,flip-mug-upright,100,6,972233241,,mg/PandaOmron/FlipMugUpright/100demos_seed6/demo_gentex_im320_randcams.hdf5
same-embodiment prior,SP-900,Panda,flip-mug-upright,100,7,970201646,,mg/PandaOmron/FlipMugUpright/100demos_seed7/demo_gentex_im320_randcams.hdf5
same-embodiment prior,SP-900,Panda,flip-mug-upright,100,8,980068618,,mg/PandaOmron/FlipMugUpright/100demos_seed8/demo_gentex_im320_randcams.hdf5
same-embodiment prior,SP-900,Panda,pick-and-place counter-to-sink,100,0,1396606667,,mg/PandaOmron/PnPCounterToSink/100demos_seed0/demo_gentex_im320_randcams.hdf5
same-embodiment prior,SP-900,Panda,pick-and-place counter-to-sink,100,1,1454874682,,mg/PandaOmron/PnPCounterToSink/100demos_seed1/demo_gentex_im320_randcams.hdf5
same-embodiment prior,SP-900,Panda,pick-and-place counter-to-sink,100,2,1424888173,,mg/PandaOmron/PnPCounterToSink/100demos_seed2/demo_gentex_im320_randcams.hdf5
same-embodiment prior,SP-900,Panda,pick-and-place counter-to-sink,100,3,1429272943,,mg/PandaOmron/PnPCounterToSink/100demos_seed3/demo_gentex_im320_randcams.hdf5
same-embodiment prior,SP-900,Panda,pick-and-place counter-to-sink,100,4,1401058646,,mg/PandaOmron/PnPCounterToSink/100demos_seed4/demo_gentex_im320_randcams.hdf5
same-embodiment prior,SP-900,Panda,pick-and-place counter-to-sink,100,5,1401751607,,mg/PandaOmron/PnPCounterToSink/100demos_seed5/demo_gentex_im320_randcams.hdf5
same-embodiment prior,SP-900,Panda,pick-and-place counter-to-sink,100,6,1423616076,,mg/PandaOmron/PnPCounterToSink/100demos_seed6/demo_gentex_im320_randcams.hdf5
same-embodiment prior,SP-900,Panda,pick-and-place counter-to-sink,100,7,1418661427,,mg/PandaOmron/PnPCounterToSink/100demos_seed7/demo_gentex_im320_randcams.hdf5
same-embodiment prior,SP-900,Panda,pick-and-place counter-to-sink,100,8,1418878894,,mg/PandaOmron/PnPCounterToSink/100demos_seed8/demo_gentex_im320_randcams.hdf5
same-embodiment prior,SP-900,Panda,pick-and-place sink-to-counter,100,0,1759735794,,mg/PandaOmron/PnPSinkToCounter/100demos_seed0/demo_gentex_im320_randcams.hdf5
same-embodiment prior,SP-900,Panda,pick-and-place sink-to-counter,100,1,1781381731,,mg/PandaOmron/PnPSinkToCounter/100demos_seed1/demo_gentex_im320_randcams.hdf5
same-embodiment prior,SP-900,Panda,pick-and-place sink-to-counter,100,2,1776300403,,mg/PandaOmron/PnPSinkToCounter/100demos_seed2/demo_gentex_im320_randcams.hdf5
same-embodiment prior,SP-900,Panda,pick-and-place sink-to-counter,100,3,1750165917,,mg/PandaOmron/PnPSinkToCounter/100demos_seed3/demo_gentex_im320_randcams.hdf5
same-embodiment prior,SP-900,Panda,pick-and-place sink-to-counter,100,4,1796763205,,mg/PandaOmron/PnPSinkToCounter/100demos_seed4/demo_gentex_im320_randcams.hdf5
same-embodiment prior,SP-900,Panda,pick-and-place sink-to-counter,100,5,1766509467,,mg/PandaOmron/PnPSinkToCounter/100demos_seed5/demo_gentex_im320_randcams.hdf5
same-embodiment prior,SP-900,Panda,pick-and-place sink-to-counter,100,6,1799380106,,mg/PandaOmron/PnPSinkToCounter/100demos_seed6/demo_gentex_im320_randcams.hdf5
same-embodiment prior,SP-900,Panda,pick-and-place sink-to-counter,100,7,1783250849,,mg/PandaOmron/PnPSinkToCounter/100demos_seed7/demo_gentex_im320_randcams.hdf5
same-embodiment prior,SP-900,Panda,pick-and-place sink-to-counter,100,8,1750109818,,mg/PandaOmron/PnPSinkToCounter/100demos_seed8/demo_gentex_im320_randcams.hdf5
same-embodiment prior,SP-900,Panda,turn-on-sink-faucet,100,0,1555590691,,mg/PandaOmron/TurnOnSinkFaucet/100demos_seed0/demo_gentex_im320_randcams.hdf5
same-embodiment prior,SP-900,Panda,turn-on-sink-faucet,100,1,1567578488,,mg/PandaOmron/TurnOnSinkFaucet/100demos_seed1/demo_gentex_im320_randcams.hdf5
same-embodiment prior,SP-900,Panda,turn-on-sink-faucet,100,2,1521362407,,mg/PandaOmron/TurnOnSinkFaucet/100demos_seed2/demo_gentex_im320_randcams.hdf5
same-embodiment prior,SP-900,Panda,turn-on-sink-faucet,100,3,1581607517,,mg/PandaOmron/TurnOnSinkFaucet/100demos_seed3/demo_gentex_im320_randcams.hdf5
same-embodiment prior,SP-900,Panda,turn-on-sink-faucet,100,4,1592253055,,mg/PandaOmron/TurnOnSinkFaucet/100demos_seed4/demo_gentex_im320_randcams.hdf5
same-embodiment prior,SP-900,Panda,turn-on-sink-faucet,100,5,1579727876,,mg/PandaOmron/TurnOnSinkFaucet/100demos_seed5/demo_gentex_im320_randcams.hdf5
same-embodiment prior,SP-900,Panda,turn-on-sink-faucet,100,6,1579977629,,mg/PandaOmron/TurnOnSinkFaucet/100demos_seed6/demo_gentex_im320_randcams.hdf5
same-embodiment prior,SP-900,Panda,turn-on-sink-faucet,100,7,1602820208,,mg/PandaOmron/TurnOnSinkFaucet/100demos_seed7/demo_gentex_im320_randcams.hdf5
same-embodiment prior,SP-900,Panda,turn-on-sink-faucet,100,8,1562222164,,mg/PandaOmron/TurnOnSinkFaucet/100demos_seed8/demo_gentex_im320_randcams.hdf5
same-embodiment prior,SP-900,Panda-OG,flip-mug-upright,100,0,1238461362,,mg/PandaOGOmron/FlipMugUpright/100demos_seed0/demo_gentex_im320_randcams.hdf5
same-embodiment prior,SP-900,Panda-OG,flip-mug-upright,100,1,1207629482,,mg/PandaOGOmron/FlipMugUpright/100demos_seed1/demo_gentex_im320_randcams.hdf5
same-embodiment prior,SP-900,Panda-OG,flip-mug-upright,100,2,1189788258,,mg/PandaOGOmron/FlipMugUpright/100demos_seed2/demo_gentex_im320_randcams.hdf5
same-embodiment prior,SP-900,Panda-OG,flip-mug-upright,100,3,1207548207,,mg/PandaOGOmron/FlipMugUpright/100demos_seed3/demo_gentex_im320_randcams.hdf5
same-embodiment prior,SP-900,Panda-OG,flip-mug-upright,100,4,1172715382,,mg/PandaOGOmron/FlipMugUpright/100demos_seed4/demo_gentex_im320_randcams.hdf5
same-embodiment prior,SP-900,Panda-OG,flip-mug-upright,100,5,1183634322,,mg/PandaOGOmron/FlipMugUpright/100demos_seed5/demo_gentex_im320_randcams.hdf5
same-embodiment prior,SP-900,Panda-OG,flip-mug-upright,100,6,1202470421,,mg/PandaOGOmron/FlipMugUpright/100demos_seed6/demo_gentex_im320_randcams.hdf5
same-embodiment prior,SP-900,Panda-OG,flip-mug-upright,100,7,1193729143,,mg/PandaOGOmron/FlipMugUpright/100demos_seed7/demo_gentex_im320_randcams.hdf5
same-embodiment prior,SP-900,Panda-OG,flip-mug-upright,100,8,1172056717,,mg/PandaOGOmron/FlipMugUpright/100demos_seed8/demo_gentex_im320_randcams.hdf5
same-embodiment prior,SP-900,Panda-OG,pick-and-place counter-to-sink,100,0,1502019548,,mg/PandaOGOmron/PnPCounterToSink/100demos_seed0/demo_gentex_im320_randcams.hdf5
same-embodiment prior,SP-900,Panda-OG,pick-and-place counter-to-sink,100,1,1487221687,,mg/PandaOGOmron/PnPCounterToSink/100demos_seed1/demo_gentex_im320_randcams.hdf5
same-embodiment prior,SP-900,Panda-OG,pick-and-place counter-to-sink,100,2,1498028618,,mg/PandaOGOmron/PnPCounterToSink/100demos_seed2/demo_gentex_im320_randcams.hdf5
same-embodiment prior,SP-900,Panda-OG,pick-and-place counter-to-sink,100,3,1563395940,,mg/PandaOGOmron/PnPCounterToSink/100demos_seed3/demo_gentex_im320_randcams.hdf5
same-embodiment prior,SP-900,Panda-OG,pick-and-place counter-to-sink,100,4,1544632696,,mg/PandaOGOmron/PnPCounterToSink/100demos_seed4/demo_gentex_im320_randcams.hdf5
same-embodiment prior,SP-900,Panda-OG,pick-and-place counter-to-sink,100,5,1497246333,,mg/PandaOGOmron/PnPCounterToSink/100demos_seed5/demo_gentex_im320_randcams.hdf5
same-embodiment prior,SP-900,Panda-OG,pick-and-place counter-to-sink,100,6,1514698985,,mg/PandaOGOmron/PnPCounterToSink/100demos_seed6/demo_gentex_im320_randcams.hdf5
same-embodiment prior,SP-900,Panda-OG,pick-and-place counter-to-sink,100,7,1509680490,,mg/PandaOGOmron/PnPCounterToSink/100demos_seed7/demo_gentex_im320_randcams.hdf5
same-embodiment prior,SP-900,Panda-OG,pick-and-place counter-to-sink,100,8,1528408500,,mg/PandaOGOmron/PnPCounterToSink/100demos_seed8/demo_gentex_im320_randcams.hdf5
same-embodiment prior,SP-900,Panda-OG,pick-and-place sink-to-counter,100,0,1784729695,,mg/PandaOGOmron/PnPSinkToCounter/100demos_seed0/demo_gentex_im320_randcams.hdf5
same-embodiment prior,SP-900,Panda-OG,pick-and-place sink-to-counter,100,1,1810488719,,mg/PandaOGOmron/PnPSinkToCounter/100demos_seed1/demo_gentex_im320_randcams.hdf5
same-embodiment prior,SP-900,Panda-OG,pick-and-place sink-to-counter,100,2,1761729403,,mg/PandaOGOmron/PnPSinkToCounter/100demos_seed2/demo_gentex_im320_randcams.hdf5
same-embodiment prior,SP-900,Panda-OG,pick-and-place sink-to-counter,100,3,1802374228,,mg/PandaOGOmron/PnPSinkToCounter/100demos_seed3/demo_gentex_im320_randcams.hdf5
same-embodiment prior,SP-900,Panda-OG,pick-and-place sink-to-counter,100,4,1798397887,,mg/PandaOGOmron/PnPSinkToCounter/100demos_seed4/demo_gentex_im320_randcams.hdf5
same-embodiment prior,SP-900,Panda-OG,pick-and-place sink-to-counter,100,5,1813317080,,mg/PandaOGOmron/PnPSinkToCounter/100demos_seed5/demo_gentex_im320_randcams.hdf5
same-embodiment prior,SP-900,Panda-OG,pick-and-place sink-to-counter,100,6,1808415986,,mg/PandaOGOmron/PnPSinkToCounter/100demos_seed6/demo_gentex_im320_randcams.hdf5
same-embodiment prior,SP-900,Panda-OG,pick-and-place sink-to-counter,100,7,1855865925,,mg/PandaOGOmron/PnPSinkToCounter/100demos_seed7/demo_gentex_im320_randcams.hdf5
same-embodiment prior,SP-900,Panda-OG,pick-and-place sink-to-counter,100,8,1833409175,,mg/PandaOGOmron/PnPSinkToCounter/100demos_seed8/demo_gentex_im320_randcams.hdf5
same-embodiment prior,SP-900,Panda-OG,turn-on-sink-faucet,100,0,1702109329,,mg/PandaOGOmron/TurnOnSinkFaucet/100demos_seed0/demo_gentex_im320_randcams.hdf5
same-embodiment prior,SP-900,Panda-OG,turn-on-sink-faucet,100,1,1671746164,,mg/PandaOGOmron/TurnOnSinkFaucet/100demos_seed1/demo_gentex_im320_randcams.hdf5
same-embodiment prior,SP-900,Panda-OG,turn-on-sink-faucet,100,2,1678896937,,mg/PandaOGOmron/TurnOnSinkFaucet/100demos_seed2/demo_gentex_im320_randcams.hdf5
same-embodiment prior,SP-900,Panda-OG,turn-on-sink-faucet,100,3,1724422983,,mg/PandaOGOmron/TurnOnSinkFaucet/100demos_seed3/demo_gentex_im320_randcams.hdf5
same-embodiment prior,SP-900,Panda-OG,turn-on-sink-faucet,100,4,1685430407,,mg/PandaOGOmron/TurnOnSinkFaucet/100demos_seed4/demo_gentex_im320_randcams.hdf5
same-embodiment prior,SP-900,Panda-OG,turn-on-sink-faucet,100,5,1748832355,,mg/PandaOGOmron/TurnOnSinkFaucet/100demos_seed5/demo_gentex_im320_randcams.hdf5
same-embodiment prior,SP-900,Panda-OG,turn-on-sink-faucet,100,6,1607501132,,mg/PandaOGOmron/TurnOnSinkFaucet/100demos_seed6/demo_gentex_im320_randcams.hdf5
same-embodiment prior,SP-900,Panda-OG,turn-on-sink-faucet,100,7,1729916876,,mg/PandaOGOmron/TurnOnSinkFaucet/100demos_seed7/demo_gentex_im320_randcams.hdf5
same-embodiment prior,SP-900,Panda-OG,turn-on-sink-faucet,100,8,1699929270,,mg/PandaOGOmron/TurnOnSinkFaucet/100demos_seed8/demo_gentex_im320_randcams.hdf5
target demonstrations,target-50,Jaco,flip-mug-upright,50,,291397823,,human/JacoOmron/FlipMugUpright/demo_gentex_im320.hdf5
target demonstrations,target-50,Jaco,pick-and-place counter-to-sink,50,,287361296,,human/JacoOmron/PnPCounterToSink/demo_gentex_im320.hdf5
target demonstrations,target-50,Jaco,pick-and-place sink-to-counter,50,,391714953,,human/JacoOmron/PnPSinkToCounter/demo_gentex_im320.hdf5
target demonstrations,target-50,Jaco,turn-on-sink-faucet,50,,429466239,,human/JacoOmron/TurnOnSinkFaucet/demo_gentex_im320.hdf5
target demonstrations,target-50,Panda,flip-mug-upright,50,,370724770,,human/PandaOmron/FlipMugUpright/demo_gentex_im320.hdf5
target demonstrations,target-50,Panda,pick-and-place counter-to-sink,50,,563702352,,human/PandaOmron/PnPCounterToSink/demo_gentex_im320.hdf5
target demonstrations,target-50,Panda,pick-and-place sink-to-counter,50,,715851875,,human/PandaOmron/PnPSinkToCounter/demo_gentex_im320.hdf5
target demonstrations,target-50,Panda,turn-on-sink-faucet,50,,667867031,,human/PandaOmron/TurnOnSinkFaucet/demo_gentex_im320.hdf5
target demonstrations,target-50,Panda-OG,flip-mug-upright,50,,471717784,,human/PandaOGGripperOmron/FlipMugUpright/demo_gentex_im320.hdf5
target demonstrations,target-50,Panda-OG,pick-and-place counter-to-sink,50,,511825327,,human/PandaOGGripperOmron/PnPCounterToSink/demo_gentex_im320.hdf5
target demonstrations,target-50,Panda-OG,pick-and-place sink-to-counter,50,,727407490,,human/PandaOGGripperOmron/PnPSinkToCounter/demo_gentex_im320.hdf5
target demonstrations,target-50,Panda-OG,turn-on-sink-faucet,50,,658216337,,human/PandaOGGripperOmron/TurnOnSinkFaucet/demo_gentex_im320.hdf5
